"p_value","log_2_fold_change","response_id"
2.37115925793438e-05,2.31435745967559,"ENSG00000183833"
7.12984162129476e-05,1.36611512390755,"ENSG00000103037"
8e-05,2.57748834929222,"ENSG00000106034"
0.0002234198983697,0.461414814478365,"ENSG00000213015"
0.000303760175957052,1.21730661212094,"ENSG00000107882"
0.000315946635237346,0.876947319417674,"ENSG00000131748"
