"p_value","log_2_fold_change","grna_target"
3.5425307046318e-10,0.363197603200946,"ENSG00000120948"
2.31128329472325e-08,-1.48899882662627,"ENSG00000165819"
6.08699770487905e-06,1.0846383463914,"ENSG00000110713"
6.77008088459441e-06,2.19686434454041,"ENSG00000175390"
8.2426418970924e-05,-1.63654876676748,"ENSG00000111596"
8.90751305487455e-05,-0.711826675282533,"ENSG00000146457"
